actor,atk_margin,atk_overflow,atk_roll,atk_skill_before,atk_skill_gain,atk_xp,combat,def_margin,def_overflow,def_roll,def_skill_before,def_skill_gain,def_xp,defender,effect,effect_mag_after_ad,effect_tier,exchange,hp_after_actor,hp_after_defender,hp_damage,location_index,outcome,skill,tag_check,zone
Alpha,,0,91,35,1,56,154,,0,89,43,1,46,Beta,Inflict Injury,,,131,85,173,,,repeat,Attack,,
Alpha,,0,41,35,0,6,154,26,0,18,44,0,0,Beta,Grappled,,,132,85,173,,,defender-wins,Grapple,,
Alpha,,0,40,35,0,5,154,24,0,20,44,0,0,Beta,Prone,,,133,85,173,,,defender-wins,Trip,,
Alpha,,0,93,33,1,60,154,,0,61,44,0,17,Beta,Disarm,,,134,85,173,,,repeat,Disarm,,
Alpha,,0,71,33,1,38,154,,0,57,44,0,13,Beta,Equipment Damage,,,135,85,173,,,repeat,Equipment Damage,,
Beta,32,0,1,33,0,0,154,,18,82,42,0,40,Alpha,Inflict Injury,,,136,173,35,32,,attacker-wins,Attack,,
Beta,27,0,8,35,0,0,154,,0,45,42,0,3,Alpha,Grappled,1,2,137,173,35,,80,attacker-wins,Grapple,pass,Head
Beta,13,0,22,35,0,0,154,,37,92,42,1,50,Alpha,Prone,1,2,138,173,-2,,22,attacker-wins,Trip,pass,Legs
Beta,,0,50,25,1,25,155,7,0,18,25,0,0,Alpha,Inflict Injury,,,1,600,600,,,defender-wins,Attack,,
Beta,,0,58,25,1,33,155,21,0,4,25,0,0,Alpha,Grappled,,,2,600,600,,,defender-wins,Grapple,,
Beta,,0,50,25,1,25,155,,0,86,25,2,61,Alpha,Prone,,,3,600,600,,,repeat,Trip,,
Beta,,0,41,25,0,16,155,12,0,15,27,0,0,Alpha,Disarm,,,4,600,600,,,defender-wins,Disarm,,
Beta,,0,55,25,1,30,155,,0,32,27,0,5,Alpha,Equipment Damage,,,5,600,600,,,repeat,Equipment Damage,,
Alpha,,0,61,25,1,36,155,,0,73,25,1,48,Beta,Inflict Injury,,,6,600,600,,,repeat,Attack,,
Alpha,,0,30,25,0,5,155,,0,97,26,2,71,Beta,Grappled,,,7,600,600,,,repeat,Grapple,,
Alpha,,0,56,25,1,31,155,23,0,5,28,0,0,Beta,Prone,,,8,600,600,,,defender-wins,Trip,,
Alpha,,0,47,25,0,22,155,,0,88,28,2,60,Beta,Disarm,,,9,600,600,,,repeat,Disarm,,
Alpha,16,0,9,25,0,0,155,,0,45,30,0,15,Beta,Equipment Damage,,2,10,600,584,16,90,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Beta,11,0,15,26,0,0,155,5,0,22,27,0,0,Alpha,Inflict Injury,,,11,584,594,6,,attacker-wins,Attack,,
Beta,25,0,1,26,0,0,155,,0,79,27,1,52,Alpha,Grappled,1,2,12,584,594,,10,attacker-wins,Grapple,pass,Legs
Beta,,0,46,26,0,20,155,26,0,2,28,0,0,Alpha,Prone,,,13,584,594,,,defender-wins,Trip,,
Beta,,0,31,25,0,6,155,,0,48,28,0,20,Alpha,Disarm,,,14,584,594,,,repeat,Disarm,,
Beta,12,0,14,26,0,0,155,,0,95,28,2,67,Alpha,Equipment Damage,1,2,15,584,594,,41,attacker-wins,Equipment Damage,pass,Torso
Alpha,,0,79,26,2,53,155,,0,82,30,1,52,Beta,Inflict Injury,,,16,594,584,,,repeat,Attack,,
Alpha,,0,49,25,0,24,155,,0,40,31,0,9,Beta,Grappled,,,17,594,584,,,repeat,Grapple,,
Alpha,,0,63,26,1,37,155,,0,75,31,1,44,Beta,Prone,,,18,594,584,,,repeat,Trip,,
Alpha,,0,55,25,1,30,155,,0,68,32,1,36,Beta,Disarm,,,19,594,584,,,repeat,Disarm,,
Alpha,14,0,11,25,0,0,155,,0,49,33,0,16,Beta,Equipment Damage,,2,20,594,570,14,11,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,0,72,26,1,46,155,,0,67,30,1,37,Alpha,Inflict Injury,,,21,570,594,,,repeat,Attack,,
Beta,,2,66,26,1,40,155,,0,73,31,1,42,Alpha,Grappled,,,22,568,594,,,repeat,Grapple,,
Beta,,1,51,26,0,25,155,,14,72,32,1,40,Alpha,Prone,,,23,567,580,,,repeat,Trip,,
Beta,,0,50,25,1,25,155,,40,90,33,1,57,Alpha,Disarm,,,24,567,540,,,repeat,Disarm,,
Beta,2,0,24,26,0,0,155,,0,48,34,0,14,Alpha,Equipment Damage,1,2,25,567,540,,42,attacker-wins,Equipment Damage,pass,Torso
Alpha,13,0,15,28,0,0,155,,0,56,33,0,23,Beta,Inflict Injury,,,26,540,554,13,,attacker-wins,Attack,,
Alpha,,0,48,25,0,23,155,,0,48,33,0,15,Beta,Grappled,,,27,540,554,,,repeat,Grapple,,
Alpha,17,0,10,27,0,0,155,5,0,28,33,0,0,Beta,Prone,1,2,28,540,554,,1,attacker-wins,Trip,pass,Legs
Alpha,,0,46,26,0,20,155,,0,88,33,1,55,Beta,Disarm,,,29,540,554,,,repeat,Disarm,,
Alpha,8,0,17,25,0,0,155,,0,35,34,0,1,Beta,Equipment Damage,1,2,30,540,554,,71,attacker-wins,Equipment Damage,pass,Arms
Beta,11,0,16,27,0,0,155,,0,58,34,0,24,Alpha,Inflict Injury,,,31,554,529,11,,attacker-wins,Attack,,
Beta,15,0,12,27,0,0,155,28,0,6,34,0,0,Alpha,Grappled,,,32,554,529,,,defender-wins,Grapple,,
Beta,,0,83,26,2,57,155,,0,78,34,1,44,Alpha,Prone,,,33,554,529,,,repeat,Trip,,
Beta,20,0,6,26,0,0,155,17,0,18,35,0,0,Alpha,Disarm,1,2,34,554,529,,60,attacker-wins,Disarm,pass,Arms
Beta,,0,62,26,1,36,155,,0,47,35,0,12,Alpha,Equipment Damage,,,35,554,529,,,repeat,Equipment Damage,,
Alpha,,0,56,28,1,28,155,,0,91,34,1,57,Beta,Inflict Injury,,,36,529,554,,,repeat,Attack,,
Alpha,,0,54,25,1,29,155,,0,42,35,0,7,Beta,Grappled,,,37,529,554,,,repeat,Grapple,,
Alpha,,0,51,27,0,24,155,9,0,26,35,0,0,Beta,Prone,,,38,529,554,,,defender-wins,Trip,,
Alpha,,0,88,26,2,62,155,,0,57,35,0,22,Beta,Disarm,,,39,529,554,,,repeat,Disarm,,
Alpha,,0,30,25,0,5,155,,0,60,35,0,25,Beta,Equipment Damage,,,40,529,554,,,repeat,Equipment Damage,,
Beta,,0,80,27,1,53,155,4,0,31,35,0,0,Alpha,Inflict Injury,,,41,554,529,,,defender-wins,Attack,,
Beta,,0,39,27,0,12,155,9,0,26,35,0,0,Alpha,Grappled,,,42,554,529,,,defender-wins,Grapple,,
Beta,9,0,19,28,0,0,155,,0,50,35,0,15,Alpha,Prone,1,2,43,554,529,,91,attacker-wins,Trip,pass,Head
Beta,10,0,16,26,0,0,155,,0,45,35,0,10,Alpha,Disarm,,2,44,554,519,10,61,attacker-wins,Disarm,fail-and-fall-back,Arms
Beta,26,0,1,27,0,0,155,17,0,18,35,0,0,Alpha,Equipment Damage,,2,45,554,510,9,10,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,0,90,29,2,61,155,12,0,23,35,0,0,Beta,Inflict Injury,,,46,510,554,,,defender-wins,Attack,,
Alpha,,0,79,26,2,53,155,,0,41,35,0,6,Beta,Grappled,,,47,510,554,,,repeat,Grapple,,
Alpha,,0,70,27,1,43,155,,0,66,35,0,31,Beta,Prone,,,48,510,554,,,repeat,Trip,,
Alpha,,0,60,28,1,32,155,,0,85,35,1,50,Beta,Disarm,,,49,510,554,,,repeat,Disarm,,
Alpha,,49,100,25,2,75,155,22,0,14,36,0,0,Beta,Equipment Damage,,,50,461,554,,,defender-wins,Equipment Damage,,
Beta,,0,64,28,1,36,155,25,0,10,35,0,0,Alpha,Inflict Injury,,,51,554,461,,,defender-wins,Attack,,
Beta,25,0,2,27,0,0,155,4,0,31,35,0,0,Alpha,Grappled,1,2,52,554,461,,20,attacker-wins,Grapple,pass,Legs
Beta,15,0,13,28,0,0,155,27,0,8,35,0,0,Alpha,Prone,,,53,554,461,,,defender-wins,Trip,,
Beta,,0,61,26,1,35,155,,0,99,35,1,64,Alpha,Disarm,,,54,554,461,,,repeat,Disarm,,
Beta,,0,77,27,1,50,155,,0,93,36,1,57,Alpha,Equipment Damage,,,55,554,461,,,repeat,Equipment Damage,,
Alpha,,0,36,31,0,5,155,,0,59,36,0,23,Beta,Inflict Injury,,,56,461,554,,,repeat,Attack,,
Alpha,17,0,11,28,0,0,155,15,0,21,36,0,0,Beta,Grappled,1,2,57,461,554,,11,attacker-wins,Grapple,pass,Legs
Alpha,,0,76,28,1,48,155,,0,46,36,0,10,Beta,Prone,,,58,461,554,,,repeat,Trip,,
Alpha,,0,45,29,0,16,155,21,0,15,36,0,0,Beta,Disarm,,,59,461,554,,,defender-wins,Disarm,,
Alpha,,0,75,27,1,48,155,,0,73,36,1,37,Beta,Equipment Damage,,,60,461,554,,,repeat,Equipment Damage,,
Beta,,0,54,29,0,25,155,,21,86,37,1,49,Alpha,Inflict Injury,,,61,554,440,,,repeat,Attack,,
Beta,9,0,18,27,0,0,155,,5,55,38,0,17,Alpha,Grappled,1,2,62,554,435,,81,attacker-wins,Grapple,pass,Head
Beta,,0,98,28,2,70,155,34,0,4,38,0,0,Alpha,Prone,,,63,554,435,,,defender-wins,Trip,,
Beta,,0,37,27,0,10,155,,0,51,38,0,13,Alpha,Disarm,,,64,554,435,,,repeat,Disarm,,
Beta,,0,67,28,1,39,155,10,0,28,38,0,0,Alpha,Equipment Damage,,,65,554,435,,,defender-wins,Equipment Damage,,
Alpha,,0,43,31,0,12,155,8,0,29,37,0,0,Beta,Inflict Injury,,,66,435,554,,,defender-wins,Attack,,
Alpha,26,0,2,28,0,0,155,10,0,27,37,0,0,Beta,Grappled,1,2,67,435,554,,20,attacker-wins,Grapple,pass,Legs
Alpha,11,0,18,29,0,0,155,,0,54,37,0,17,Beta,Prone,1,2,68,435,554,,81,attacker-wins,Trip,pass,Head
Alpha,8,0,21,29,0,0,155,,0,39,37,0,2,Beta,Disarm,,2,69,435,546,8,12,attacker-wins,Disarm,fail-and-fall-back,Legs
Alpha,,0,66,28,1,38,155,,0,47,37,0,10,Beta,Equipment Damage,,,70,435,546,,,repeat,Equipment Damage,,
Beta,,0,89,29,2,60,155,1,0,37,38,0,0,Alpha,Inflict Injury,,,71,546,435,,,defender-wins,Attack,,
Beta,,0,39,27,0,12,155,,0,40,38,0,2,Alpha,Grappled,,,72,546,435,,,repeat,Grapple,,
Beta,,0,99,30,2,69,155,,0,64,38,0,26,Alpha,Prone,,,73,546,435,,,repeat,Trip,,
Beta,4,0,23,27,0,0,155,27,0,11,38,0,0,Alpha,Disarm,,,74,546,435,,,defender-wins,Disarm,,
Beta,,0,54,29,0,25,155,,0,45,38,0,7,Alpha,Equipment Damage,,,75,546,435,,,repeat,Equipment Damage,,
Alpha,,0,92,31,1,61,155,,0,88,37,1,51,Beta,Inflict Injury,,,76,435,546,,,repeat,Attack,,
Alpha,,0,47,28,0,19,155,31,0,7,38,0,0,Beta,Grappled,,,77,435,546,,,defender-wins,Grapple,,
Alpha,,0,49,29,0,20,155,,0,76,38,1,38,Beta,Prone,,,78,435,546,,,repeat,Trip,,
Alpha,,0,34,29,0,5,155,21,0,18,39,0,0,Beta,Disarm,,,79,435,546,,,defender-wins,Disarm,,
Alpha,8,0,21,29,0,0,155,,0,75,39,0,36,Beta,Equipment Damage,,2,80,435,538,8,12,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,0,54,31,0,23,155,,0,66,38,0,28,Alpha,Inflict Injury,,,81,538,435,,,repeat,Attack,,
Beta,,6,84,27,2,57,155,,0,53,38,0,15,Alpha,Grappled,,,82,532,435,,,repeat,Grapple,,
Beta,,22,72,32,1,40,155,,0,96,38,1,58,Alpha,Prone,,,83,510,435,,,repeat,Trip,,
Beta,,33,83,27,2,56,155,3,0,36,39,0,0,Alpha,Disarm,,,84,477,435,,,defender-wins,Disarm,,
Beta,,0,38,29,0,9,155,,0,57,39,0,18,Alpha,Equipment Damage,,,85,477,435,,,repeat,Equipment Damage,,
Alpha,,4,96,32,1,64,155,,36,98,39,1,59,Beta,Inflict Injury,,,86,431,441,,,repeat,Attack,,
Alpha,14,0,14,28,0,0,155,,7,57,40,0,17,Beta,Grappled,1,2,87,431,434,,41,attacker-wins,Grapple,pass,Torso
Alpha,,0,67,29,1,38,155,,47,97,40,1,57,Beta,Prone,,,88,431,387,,,repeat,Trip,,
Alpha,,0,35,29,0,6,155,,43,93,41,1,52,Beta,Disarm,,,89,431,344,,,repeat,Disarm,,
Alpha,3,0,26,29,0,0,155,,41,91,42,1,49,Beta,Equipment Damage,1,2,90,431,303,,62,attacker-wins,Equipment Damage,pass,Arms
Beta,,45,95,31,2,64,155,,0,57,39,0,18,Alpha,Inflict Injury,,,91,258,431,,,repeat,Attack,,
Beta,,3,53,29,0,24,155,,0,86,39,1,47,Alpha,Grappled,,,92,255,431,,,repeat,Grapple,,
Beta,,30,80,33,1,47,155,,0,63,40,0,23,Alpha,Prone,,,93,225,431,,,repeat,Trip,,
Beta,,16,66,29,1,37,155,28,0,12,40,0,0,Alpha,Disarm,,,94,209,431,,,defender-wins,Disarm,,
Beta,,14,64,29,1,35,155,,0,79,40,0,39,Alpha,Equipment Damage,,,95,195,431,,,repeat,Equipment Damage,,
Alpha,0,0,33,33,0,0,155,,10,60,43,0,17,Beta,Inflict Injury,,,96,431,185,0,,attacker-wins,Attack,,
Alpha,,3,81,28,1,53,155,7,0,36,43,0,0,Beta,Grappled,,,97,428,185,,,defender-wins,Grapple,,
Alpha,3,0,27,30,0,0,155,27,0,16,43,0,0,Beta,Prone,,,98,428,185,,,defender-wins,Trip,,
Alpha,,1,74,29,1,45,155,,0,47,43,0,4,Beta,Disarm,,,99,427,185,,,repeat,Disarm,,
Alpha,,18,68,29,1,39,155,,0,51,43,0,8,Beta,Equipment Damage,,,100,409,185,,,repeat,Equipment Damage,,
Beta,,0,76,33,1,43,155,9,0,31,40,0,0,Alpha,Inflict Injury,,,101,185,409,,,defender-wins,Attack,,
Beta,,0,59,29,1,30,155,,5,74,40,0,34,Alpha,Grappled,,,102,185,404,,,repeat,Grapple,,
Beta,1,0,33,34,0,0,155,13,0,27,40,0,0,Alpha,Prone,,,103,185,404,,,defender-wins,Trip,,
Beta,,0,75,30,1,45,155,,21,94,40,1,54,Alpha,Disarm,,,104,185,383,,,repeat,Disarm,,
Beta,,27,84,30,1,54,155,14,0,27,41,0,0,Alpha,Equipment Damage,,,105,158,383,,,defender-wins,Equipment Damage,,
Alpha,32,0,1,33,0,0,155,28,0,15,43,0,0,Beta,Inflict Injury,,,106,383,154,4,,attacker-wins,Attack,,
Alpha,,0,76,29,1,47,155,10,0,33,43,0,0,Beta,Grappled,,,107,383,154,,,defender-wins,Grapple,,
Alpha,,0,85,30,1,55,155,6,0,37,43,0,0,Beta,Prone,,,108,383,154,,,defender-wins,Trip,,
Alpha,,34,95,30,2,65,155,4,0,39,43,0,0,Beta,Disarm,,,109,349,154,,,defender-wins,Disarm,,
Alpha,26,0,4,30,0,0,155,,0,91,43,1,48,Beta,Equipment Damage,1,2,110,349,154,,40,attacker-wins,Equipment Damage,pass,Torso
Beta,,0,63,34,0,29,155,7,0,34,41,0,0,Alpha,Inflict Injury,,,111,154,349,,,defender-wins,Attack,,
Beta,,0,72,30,1,42,155,,0,93,41,1,52,Alpha,Grappled,,,112,154,349,,,repeat,Grapple,,
Beta,15,0,19,34,0,0,155,,0,53,42,0,11,Alpha,Prone,1,2,113,154,349,,91,attacker-wins,Trip,pass,Head
Beta,,0,60,31,0,29,155,,14,80,42,0,38,Alpha,Disarm,,,114,154,335,,,repeat,Disarm,,
Beta,,0,65,31,1,34,155,17,0,25,42,0,0,Alpha,Equipment Damage,,,115,154,335,,,defender-wins,Equipment Damage,,
Alpha,,0,47,33,0,14,155,,24,80,44,0,36,Beta,Inflict Injury,,,116,335,130,,,repeat,Attack,,
Alpha,,5,83,30,1,53,155,42,0,2,44,0,0,Beta,Grappled,,,117,330,130,,,defender-wins,Grapple,,
Alpha,1,0,30,31,0,0,155,,0,82,44,0,38,Beta,Prone,1,2,118,330,130,,3,attacker-wins,Trip,pass,Legs
Alpha,16,0,16,32,0,0,155,16,0,28,44,0,0,Beta,Disarm,,,119,330,130,,,repeat,Disarm,,
Alpha,27,0,3,30,0,0,155,,0,68,44,0,24,Beta,Equipment Damage,1,2,120,330,130,,30,attacker-wins,Equipment Damage,pass,Torso
Beta,,21,91,34,1,57,155,,0,49,42,0,7,Alpha,Inflict Injury,,,121,109,330,,,repeat,Attack,,
Beta,,0,46,31,0,15,155,,0,66,42,0,24,Alpha,Grappled,,,122,109,330,,,repeat,Grapple,,
Beta,,0,35,34,0,1,155,15,0,27,42,0,0,Alpha,Prone,,,123,109,330,,,defender-wins,Trip,,
Beta,0,0,31,31,0,0,155,,0,78,42,0,36,Alpha,Disarm,,2,124,109,330,0,13,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,11,0,21,32,0,0,155,,0,77,42,0,35,Alpha,Equipment Damage,,2,125,109,319,11,12,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,0,89,33,1,56,155,,0,82,44,0,38,Beta,Inflict Injury,,,126,319,109,,,repeat,Attack,,
Alpha,,42,98,31,2,67,155,1,0,43,44,0,0,Beta,Grappled,,,127,277,109,,,defender-wins,Grapple,,
Alpha,,6,56,31,0,25,155,0,0,44,44,0,0,Beta,Prone,,,128,271,109,,,defender-wins,Trip,,
Alpha,,21,71,32,1,39,155,,0,93,44,1,49,Beta,Disarm,,,129,250,109,,,repeat,Disarm,,
Alpha,15,0,15,30,0,0,155,,34,89,45,0,44,Beta,Equipment Damage,1,2,130,250,75,,51,attacker-wins,Equipment Damage,pass,Arms
Beta,,40,90,35,1,55,155,38,0,4,42,0,0,Alpha,Inflict Injury,,,131,35,250,,,defender-wins,Attack,,
Beta,24,0,7,31,0,0,155,32,0,10,42,0,0,Alpha,Grappled,,,132,35,250,,,defender-wins,Grapple,,
Beta,,0,67,34,0,33,155,17,0,25,42,0,0,Alpha,Prone,,,133,35,250,,,defender-wins,Trip,,
Beta,14,0,17,31,0,0,155,,0,69,42,0,27,Alpha,Disarm,,2,134,35,236,14,71,attacker-wins,Disarm,fail-and-fall-back,Arms
Beta,,0,55,32,0,23,155,,0,43,42,0,1,Alpha,Equipment Damage,,,135,35,236,,,repeat,Equipment Damage,,
Alpha,,0,49,34,0,15,155,3,0,42,45,0,0,Beta,Inflict Injury,,,136,236,35,,,defender-wins,Attack,,
Alpha,13,0,20,33,0,0,155,,0,86,45,0,41,Beta,Grappled,1,2,137,236,35,,2,attacker-wins,Grapple,pass,Legs
Alpha,,0,70,31,1,39,155,31,0,14,45,0,0,Beta,Prone,,,138,236,35,,,defender-wins,Trip,,
Alpha,32,0,1,33,0,0,155,,0,70,45,0,25,Beta,Disarm,,2,139,236,3,32,10,attacker-wins,Disarm,fail-and-fall-back,Legs
Alpha,,0,72,30,1,42,155,,7,99,45,1,54,Beta,Equipment Damage,,,140,236,-4,,,repeat,Equipment Damage,,
Alpha,,0,84,25,2,59,156,,0,37,25,0,12,Beta,Inflict Injury,,,1,600,600,,,repeat,Attack,,
Alpha,,0,56,25,1,31,156,,0,33,25,0,8,Beta,Grappled,,,2,600,600,,,repeat,Grapple,,
Alpha,4,0,21,25,0,0,156,,0,45,25,0,20,Beta,Prone,1,2,3,600,600,,12,attacker-wins,Trip,pass,Legs
Alpha,,0,97,25,2,72,156,,0,37,25,0,12,Beta,Disarm,,,4,600,600,,,repeat,Disarm,,
Alpha,,3,95,25,2,70,156,,0,95,25,2,70,Beta,Equipment Damage,,,5,597,600,,,repeat,Equipment Damage,,
Beta,,0,70,25,1,45,156,16,0,9,25,0,0,Alpha,Inflict Injury,,,6,600,597,,,defender-wins,Attack,,
Beta,,0,60,25,1,35,156,2,0,23,25,0,0,Alpha,Grappled,,,7,600,597,,,defender-wins,Grapple,,
Beta,,0,35,25,0,10,156,,0,96,25,2,71,Alpha,Prone,,,8,600,597,,,repeat,Trip,,
Beta,,0,71,25,1,46,156,,0,43,27,0,16,Alpha,Disarm,,,9,600,597,,,repeat,Disarm,,
Beta,,0,68,25,1,43,156,,12,91,27,2,64,Alpha,Equipment Damage,,,10,600,585,,,repeat,Equipment Damage,,
Alpha,,0,43,27,0,16,156,13,0,14,27,0,0,Beta,Inflict Injury,,,11,585,600,,,defender-wins,Attack,,
Alpha,16,0,10,26,0,0,156,25,0,2,27,0,0,Beta,Grappled,,,12,585,600,,,defender-wins,Grapple,,
Alpha,,0,86,25,2,61,156,,0,93,27,2,66,Beta,Prone,,,13,585,600,,,repeat,Trip,,
Alpha,,0,40,27,0,13,156,26,0,3,29,0,0,Beta,Disarm,,,14,585,600,,,defender-wins,Disarm,,
Alpha,,27,98,27,2,71,156,17,0,12,29,0,0,Beta,Equipment Damage,,,15,558,600,,,defender-wins,Equipment Damage,,
Beta,,0,29,26,0,3,156,,27,77,29,1,48,Alpha,Inflict Injury,,,16,600,531,,,repeat,Attack,,
Beta,,0,37,26,0,11,156,,14,64,30,1,34,Alpha,Grappled,,,17,600,517,,,repeat,Grapple,,
Beta,,0,56,25,1,31,156,,38,88,31,1,57,Alpha,Prone,,,18,600,479,,,repeat,Trip,,
Beta,,0,59,26,1,33,156,13,0,19,32,0,0,Alpha,Disarm,,,19,600,479,,,defender-wins,Disarm,,
Beta,5,0,21,26,0,0,156,,10,91,32,1,59,Alpha,Equipment Damage,,2,20,600,464,5,12,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,2,0,25,27,0,0,156,23,0,6,29,0,0,Beta,Inflict Injury,,,21,464,600,,,defender-wins,Attack,,
Alpha,,11,86,26,2,60,156,,0,93,29,2,64,Beta,Grappled,,,22,453,600,,,repeat,Grapple,,
Alpha,,0,28,27,0,1,156,,0,35,31,0,4,Beta,Prone,,,23,453,600,,,repeat,Trip,,
Alpha,,0,64,27,1,37,156,,0,73,31,1,42,Beta,Disarm,,,24,453,600,,,repeat,Disarm,,
Alpha,,10,68,29,1,39,156,27,0,5,32,0,0,Beta,Equipment Damage,,,25,443,600,,,defender-wins,Equipment Damage,,
Beta,,0,76,26,1,50,156,,0,45,33,0,12,Alpha,Inflict Injury,,,26,600,443,,,repeat,Attack,,
Beta,,0,67,26,1,41,156,6,0,27,33,0,0,Alpha,Grappled,,,27,600,443,,,defender-wins,Grapple,,
Beta,,0,76,26,1,50,156,8,0,25,33,0,0,Alpha,Prone,,,28,600,443,,,defender-wins,Trip,,
Beta,,1,76,27,1,49,156,,0,92,33,1,59,Alpha,Disarm,,,29,599,443,,,repeat,Disarm,,
Beta,,40,90,26,2,64,156,,16,77,34,1,43,Alpha,Equipment Damage,,,30,559,427,,,repeat,Equipment Damage,,
Alpha,6,0,21,27,0,0,156,,0,46,32,0,14,Beta,Inflict Injury,,,31,427,553,6,,attacker-wins,Attack,,
Alpha,,0,50,28,0,22,156,,38,92,32,1,60,Beta,Grappled,,,32,427,515,,,repeat,Grapple,,
Alpha,,0,62,27,1,35,156,27,0,6,33,0,0,Beta,Prone,,,33,427,515,,,defender-wins,Trip,,
Alpha,,0,62,28,1,34,156,3,0,30,33,0,0,Beta,Disarm,,,34,427,515,,,defender-wins,Disarm,,
Alpha,,8,63,30,1,33,156,30,0,3,33,0,0,Beta,Equipment Damage,,,35,419,515,,,defender-wins,Equipment Damage,,
Beta,4,0,23,27,0,0,156,,7,57,35,0,22,Alpha,Inflict Injury,,,36,515,408,4,,attacker-wins,Attack,,
Beta,,0,97,27,2,70,156,,0,38,35,0,3,Alpha,Grappled,,,37,515,408,,,repeat,Grapple,,
Beta,9,0,18,27,0,0,156,,0,36,35,0,1,Alpha,Prone,1,2,38,515,408,,81,attacker-wins,Trip,pass,Head
Beta,6,0,22,28,0,0,156,16,0,19,35,0,0,Alpha,Disarm,,,39,515,408,,,defender-wins,Disarm,,
Beta,,0,31,28,0,3,156,17,0,18,35,0,0,Alpha,Equipment Damage,,,40,515,408,,,defender-wins,Equipment Damage,,
Alpha,,0,30,27,0,3,156,,0,77,33,1,44,Beta,Inflict Injury,,,41,408,515,,,repeat,Attack,,
Alpha,,0,71,28,1,43,156,1,0,33,34,0,0,Beta,Grappled,,,42,408,515,,,defender-wins,Grapple,,
Alpha,,0,46,28,0,18,156,,0,74,34,1,40,Beta,Prone,,,43,408,515,,,repeat,Trip,,
Alpha,,0,48,29,0,19,156,,0,39,35,0,4,Beta,Disarm,,,44,408,515,,,repeat,Disarm,,
Alpha,5,0,26,31,0,0,156,30,0,5,35,0,0,Beta,Equipment Damage,,,45,408,515,,,defender-wins,Equipment Damage,,
Beta,,0,94,27,2,67,156,3,0,32,35,0,0,Alpha,Inflict Injury,,,46,515,408,,,defender-wins,Attack,,
Beta,,0,75,29,1,46,156,19,0,16,35,0,0,Alpha,Grappled,,,47,515,408,,,defender-wins,Grapple,,
Beta,,0,36,27,0,9,156,,0,57,35,0,22,Alpha,Prone,,,48,515,408,,,repeat,Trip,,
Beta,18,0,10,28,0,0,156,,0,94,35,1,59,Alpha,Disarm,,2,49,515,390,18,1,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,,0,78,28,1,50,156,20,0,16,36,0,0,Alpha,Equipment Damage,,,50,515,390,,,defender-wins,Equipment Damage,,
Alpha,,0,56,27,1,29,156,,0,76,35,1,41,Beta,Inflict Injury,,,51,390,515,,,repeat,Attack,,
Alpha,1,0,28,29,0,0,156,,0,61,36,0,25,Beta,Grappled,1,2,52,390,515,,82,attacker-wins,Grapple,pass,Head
Alpha,9,0,19,28,0,0,156,3,0,33,36,0,0,Beta,Prone,1,2,53,390,515,,91,attacker-wins,Trip,pass,Head
Alpha,,0,49,29,0,20,156,,9,96,36,1,60,Beta,Disarm,,,54,390,506,,,repeat,Disarm,,
Alpha,,0,57,31,0,26,156,32,0,5,37,0,0,Beta,Equipment Damage,,,55,390,506,,,defender-wins,Equipment Damage,,
Beta,,0,93,29,2,64,156,11,0,25,36,0,0,Alpha,Inflict Injury,,,56,506,390,,,defender-wins,Attack,,
Beta,,0,49,30,0,19,156,21,0,15,36,0,0,Alpha,Grappled,,,57,506,390,,,defender-wins,Grapple,,
Beta,,0,31,27,0,4,156,5,0,31,36,0,0,Alpha,Prone,,,58,506,390,,,defender-wins,Trip,,
Beta,6,0,22,28,0,0,156,34,0,2,36,0,0,Alpha,Disarm,,,59,506,390,,,defender-wins,Disarm,,
Beta,,0,62,29,1,33,156,,0,67,36,0,31,Alpha,Equipment Damage,,,60,506,390,,,repeat,Equipment Damage,,
Alpha,,0,65,28,1,37,156,,0,67,37,0,30,Beta,Inflict Injury,,,61,390,506,,,repeat,Attack,,
Alpha,,0,35,29,0,6,156,33,0,4,37,0,0,Beta,Grappled,,,62,390,506,,,defender-wins,Grapple,,
Alpha,,0,97,28,2,69,156,,0,94,37,1,57,Beta,Prone,,,63,390,506,,,repeat,Trip,,
Alpha,,0,43,29,0,14,156,23,0,15,38,0,0,Beta,Disarm,,,64,390,506,,,defender-wins,Disarm,,
Alpha,,0,35,31,0,4,156,,0,96,38,1,58,Beta,Equipment Damage,,,65,390,506,,,repeat,Equipment Damage,,
Beta,,0,32,31,0,1,156,10,0,26,36,0,0,Alpha,Inflict Injury,,,66,506,390,,,defender-wins,Attack,,
Beta,,7,87,30,1,57,156,22,0,14,36,0,0,Alpha,Grappled,,,67,499,390,,,defender-wins,Grapple,,
Beta,,23,73,27,1,46,156,24,0,12,36,0,0,Alpha,Prone,,,68,476,390,,,defender-wins,Trip,,
